Original - codPostal,Original - nomeRegiao,Original - agrupamento,Original - nomeAgrupamento,Original - email,Original - latitude,Original - longitude,Original - codPostalDescricao,Original - morada,Original - nomeNucleo,Original - site
3810-457,Aveiro,1157,São Pedro de Aradas,geral.1157@escutismo.pt,40.6405055,-8.6537539,Aveiro,"Largo São Sebastião, n.º 26",,www.facebook.com/agr1157.cne
2000-493,Santarém,1159,Pernes,geral.1159@escutismo.pt,39.3853665,-8.6628069,Pernes,R. Comendador José Gonçalves Pereira - Centro Educativo e Ambiental,,
9325-072,Madeira,1160,Encarnação,agr1160@gmail.com,32.6679955,-16.9679351,Estreito de Câmara de Lobos,Rua Padre Manuel Carlos da Silva,,http://www.agr1160.cne-escutismo.pt
4760-485,Braga,1161,Fradelos,geral@agr1161.cne-escutismo.pt,41.3650984,-8.5986444,Fradelos VNF,"Praça João XXI, Nº 22",Famalicão,http://www.agr1161.cne-escutismo.pt/
4400-576,Porto,1162,Canidelo,geral.1162@escutismo.pt,41.1237108,-8.646679199999999,Vila Nova de Gaia,Rua da Igreja,Douro Sul,http://agr1162.cne-escutismo.pt
4405-677,Porto,1163,Gulpilhares,agr1163gulpilhares@gmail.com,41.0764377,-8.6293557,Gulpilhares VNG,Residência Paroquial - Largo da Igreja,Douro Sul,
2600-452,Lisboa,1164,Alhandra,agrup.1164@gmail.com,38.9275028,-9.0124496,Alhandra,"Quinta da Marquesa
Casa de Madeira",Solarius,www.facebook.com/agrup.1164
2650-197,Lisboa,1165,Brandoa,geral.1165@escutismo.pt,38.7683384,-9.2173458,Brandoa,Rua Luís Vaz Camões - Igreja Paroquial da Brandoa,Serra da Lua,
2400-761,Leiria,1166,Amor,geral.1166@escutismo.pt,39.799705,-8.8646432,Amor,"Rua Moinho de Cima, 48",,
2420-009,Leiria,1167,Arrabal,geral.1167@escutismo.pt,39.69682720000001,-8.724655,Arrabal,"Rua José Bernardino Crespo, Pavilhão Polidesportivo",,
4690-000,Lamego,1169,Tendais,sandracbravo@gmail.com,41.0147842,-8.048803399999999,Tendais,Centro Social de Tendais,,
4690-420,Lamego,1170,Oliveira Douro,geral@agr1170.cne-escutismo.pt,41.0880107,-8.0409373,Cinfães,Oliveira do Douro,,
7800-832,Beja,1171,Beringel,geral@agr1171.cne-escutismo.pt,38.0569275,-7.985954899999999,Beringel,"Igreja da Misericórdia - Praça Dr. Miguel Bombarda, S/N",,
8000-000,Algarve,1172,S. Luís,"cne1172@sapo.pt,secretaria1172@gmail.com",36.98048989999999,-7.904820000000001,Faro,Apartado 4026,,
4630-249,Porto,1173,Fornos,geral.1173@escutismo.pt,41.1899509,-8.1427479,Marco de Canveses,"Rua de Santa Marinha, 199",Este,
8100-070,Algarve,1174,Boliqueime,geral.1174@escutismo.pt,37.133179,-8.159895300000001,Boliqueime,Rua Padre Sebastião Amândio Viegas Costa,,
4820-403,Braga,1175,Fafe,ojmpinto@gmail.com,41.4397107,-8.178815700000001,fafe,urbanização Alto da pedreira,Fafe,
1685-000,Lisboa,1177,Famões,geral.1177@escutismo.pt,38.7959858,-9.2198618,Famões,"Rua General Humberto Delgado Casal da Silveira, 250",Moinhos de Vento,http://www.agr1177.cne-escutismo.pt
3850-835,Aveiro,1178,S. Sebastião - Valmaior,geral@agr1178.cne-escutismo.pt,40.6937558,-8.456534500000002,Valmaior,Centro Paroquial de Valmaior,,http://agr1178.cne-escutismo.pt
2830-323,Setúbal,1180,Santa Cruz - Barreiro,geral.1180@escutismo.pt,38.6642538,-9.076606999999999,Barreiro,Rua Camilo Castelo Branco Nº 65,,
9980-025,Açores,1181,Vila do Corvo,geral@agr1181.cne-escutismo.pt,39.67265,-31.111439,Corvo,"Rua das Pedras, S/N",,
2560-521,Lisboa,1183,Silveira,geral.1183@escutismo.pt,39.1119254,-9.3624372,Silveira,"Avenida Joaquim Agostinho, 2",Oeste,
3515-360,Viseu,1184,Campo,geral.1184@escutismo.pt,40.7048842,-7.919362699999999,Campo,Rua José Augusto Seixas nº 7,,
3510-000,Viseu,1185,São Miguel de Bodiosa,geral.1185@escutismo.pt,40.6565861,-7.9124712,Viseu,Rua da Escola (antiga escola primaria),,
2080-595,Santarém,1186,Fazendas de Almeirim,geral@agr1186.cne-escutismo.pt,39.1767782,-8.5852413,Fazendas de Almeirim,"Rua Padre Eduardo Rodrigues Silva, 19-21",,
2040-011,Santarém,1187,Alcobertas,geral@agr1187.cne-escutismo.pt,39.4212445,-8.9067782,Alcobertas,"Rua do Olho de Água, 9",,http://www.agr1187.cne-escutismo.pt
2665-314,Lisboa,1188,Milharado,geral.1188@escutismo.pt,38.9481746,-9.199807,Milharado,"Largo São Miguel, 7 A/B",Oeste,
4435-038,Porto,1189,Corim,geral.1189@escutismo.pt,41.1958925,-8.5737074,Rio Tinto,"Rua Gil Vicente, 96",Centro Norte,
3060-318,Coimbra,1192,Febres,geral@agr1192.cne-escutismo.pt,40.3984437,-8.6325611,Febres,,Beira-Mar,
3270-138,Coimbra,1193,Pedrógão Grande,geral.1193@escutismo.pt,39.91765609999999,-8.145618400000002,Pedrógão Grande,"Tv. Manuel da Silva David, n.º 4",Mondego-Sul,
9500-153,Açores,1197,São José,cne_agr1197maritimo@hotmail.com,37.737605,-25.674135,Ponta Delgada,Igreja Paroquial São José - Campo de São Francisco,São Miguel,http://agrupamento1197cne.blogs.sapo.pt/1099.html
2400-000,Leiria,1198,Santo Agostinho,geral.1198@escutismo.pt,39.7424408,-8.8039662,Leiria,Igreja de Santo Agostinho - Rua Tenente Valadim,,1198.escutismo.pt
3020-098,Coimbra,1199,Santa Apolónia,geral.1199@escutismo.pt,40.2548244,-8.4367631,Coimbra,Igreja Santa Apolónia - Rua Ferreira de Castro,Centro-Norte,http://agrupamento1199.blogspot.com/
8700-206,Algarve,1200,Quelfes,geral.1200@escutismo.pt,37.0503013,-7.817760099999999,Olhão,Centro Paroquial de Quelfes - Sitio da Igreja de Quelfes,,
8005-446,Algarve,1201,Conceição de Faro,geral.1201@escutismo.pt,37.0943591,-7.8945883,Faro,Largo da Igreja,,
4750-404,Braga,1203,S. Tiago de Cossourado,sergio.rodrigues27@gmail.com,41.6302955,-8.6307685,Cossourado BCL,Rua da Igreja,Barcelos,
4755-313,Braga,1204,Martim,geral.1204@escutismo.pt,41.5333449,-8.515639699999999,Martim,"Avenida de Martim, n.º 1566",Barcelos,http://www.jf-martim.pt/escuteiros/
4820-405,Braga,1205,Felgueiras,geral.1205@escutismo.pt,41.5184576,-8.119902699999999,Fafe,Rua do Vilar - Felgueiras,Fafe,
4820-635,Braga,1206,Santa Maria de Ribeiros,cne_ribeiros@hotmail.com,41.4786986,-8.1311354,Ribeiros,"Rua de Recovelas, 168",Fafe,
3140-077,Coimbra,1207,Carapinheira,geral@agr1207.cne-escutismo.pt,40.1841293,-8.6057206,Carapinheira,Rua da Igreja,Beira-Mar,
1495-099,Lisboa,1208,Miraflores,cnemiraflores@hotmail.com,38.7065862,-9.229736899999999,Algés,"Rua Francisco Duarte Pedroso, 14",Barra,
2415-002,Leiria,1209,Bidoeira,geral.1209@escutismo.pt,39.8458547,-8.7487669,Bidoeira de Cima,Rua do Centro - Igreja Paroquial C/V,,
3105-028,Leiria,1210,Carnide,geral.1210@escutismo.pt,39.8872214,-8.7280979,Carnide,Largo da Igreja Paroquial,,
2495-186,Leiria,1211,Santa Catarina da Serra,geral.1211@escutismo.pt,39.674316,-8.686291499999999,Santa Catarina da Serra,"Rua Cónego Julio, n.º 10",,
3090-835,Coimbra,1212,Alqueidão,geral.1212@escutismo.pt,40.078356,-8.767115,Alqueidão,"Rua Principal, 33",Beira-Mar,
2040-460,Santarém,1213,São João da Ribeira,geral.1213@escutismo.pt,39.2812606,-8.8496738,São João da Ribeira,Largo Padre Francisco Saramago 5,,
3080-628,Coimbra,1215,Tavarede,geral@agr1215.cne-escutismo.pt,40.17071809999999,-8.839708999999999,Figueira da Foz,"Rua António Graça, 174",Beira-Mar,http://agr1215.cne-escutismo.pt
4770-284,Braga,1218,Lagoa,jorgepqueiros@gmail.com,41.3864084,-8.489338499999999,LAGOA VNF,Avenida Padre José Mendes de Carvalho,Famalicão,
9950-525,Açores,1219,São Mateus,leenags@sapo.pt,38.5298862,-28.5185092,Madalena,Rua da Boavista,Pico,
6200-271,Guarda,1222,Boidobra,geral.1222@escutismo.pt,40.2534077,-7.4915612,Covilhã,Rua Direita Nº 37 Boidobra,,
9680-178,Açores,1223,Vila Franca do Campo,agr1223vfc@gmail.com,37.715618,-25.433658,Vila Franca do Campo,"Rua Simões de Almeida, 25",São Miguel,
3090-485,Coimbra,1224,Marinha das Ondas,cne1224mar.ondas@gmail.com,40.0359872,-8.830607499999999,Marinha Ondas,"Rua da Lagoa, 51",Beira-Mar,http://cne1224.no.sapo.pt/
2425-173,Leiria,1226,Bajouca,geral.1226@escutismo.pt,39.8964903,-8.784770199999999,Bajouca,"Avenida dos Voluntários 25 Novembro, Cave da Junta de Freguesia",,http://agr1226.cne-escutismo.pt/
2420-378,Leiria,1227,Boa Vista,geral.1227@escutismo.pt,39.7702453,-8.7572978,Boa Vista - Leiria,"Escola Primária do Alqueidão, Rua do Casal",,
2525-020,Lisboa,1228,Atouguia da Baleia,geral.1228@escutismo.pt,39.33974329999999,-9.3270108,Atouguia da Baleia,Rua Padre José Tavares - Casa Paroquial 5,Oeste,
3070-125,Coimbra,1231,Mira,geral.1231@escutismo.pt,40.4028795,-8.735568799999999,Mira,"Estrada Nacional 109, Rua da Estrada Nova, Ermida",Beira-Mar,
3040-437,Coimbra,1233,Almalaguês,geral.1233@escutismo.pt,40.1336316,-8.3875113,Almalaguês,Rua Fonte das Vinhas,Mondego-Sul,http://agr1233.cne-escutismo.pt
3500-564,Viseu,1234,Mundão,titofilipealmeida@gmail.com,40.6937335,-7.8672186,Mundão - Viseu,"Rua Casa Paroquial, 18",,
3505-111,Viseu,1235,Cavernães,geral@agr1235.cne-escutismo.pt,40.7076725,-7.8358677,Cavernães,Centro Paroquial - Cavernães,,
4880-257,Vila Real,1237,Mondim de Basto,geral.1237@escutismo.pt,41.4809677,-7.958195099999999,Mondim de Basto,Largo do Souto,,
2840-313,Setúbal,1238,Pinhal de Frades,geral.1238@escutismo.pt,38.6426565,-9.1065658,Seixal,Igreja de Santo António,,
2855-240,Setúbal,1239,Vale de Milhaços,geral@agr1239.cne-escutismo.pt,38.6276889,-9.1667884,Corroios,Av. Pinhal do Vidal,,
2775-232,Lisboa,1240,Murtal,agr1240murtal@sapo.pt,38.7273703,-9.3818397,Parede,Igreja do Murtal - Parede,Barra,
3450-407,Coimbra,1241,Mortágua,geral@agr1241.cne-escutismo.pt,40.4069675,-8.2421209,VALE REMÍGIO MRT,Escola 1º Ciclo da Gândara - Rua da Cabeça Redonda,Centro-Norte,
2620-467,Lisboa,1242,Ramada,agrupamento1242ramada@gmail.com,38.805836,-9.187864099999999,Ramada,Rua Marquesa Alorna Nº 4,Moinhos de Vento,http://www.cne1242ramada.com
2695-046,Lisboa,1243,Bobadela,geral.1243@escutismo.pt,38.8093286,-9.1019562,Bobadela Lrs,"Largo do Jardim, 2",Moinhos de Vento,http://agr1243.cne-escutismo.pt
3105-168,Coimbra,1244,Louriçal,geral@agr1244.cne-escutismo.pt,40.0034578,-8.737392,Louriçal,Rua da Filarmónica (Centro Cultural do Louriçal),Beira-Mar,HttP//1244.webnode.pt/
2765-609,Lisboa,1246,São Pedro e São João,geral@agr1246.cne-escutismo.pt,38.6951983,-9.3737973,Estoril,R. Nove de Abril nº 86,Barra,www.agrupamento1246.pt
4730-010,Braga,1247,Aboim da Nóbrega,carla.88.barros@gmail.com,41.7527981,-8.3816164,Aboim da Nóbrega,"Avenida D. João de Aboim, nº470",Vila Verde,http://agr1247.cne-escutismo.pt/
4840-100,Braga,1248,Moimenta,jc.carlos@sapo.pt,41.7167409,-8.3062444,Terras do Bouro,Corredoura,Braga,
4730-160,Braga,1249,S. Pedro de Esqueiros,cjmmota@portugalmail.pt,41.6618211,-8.441913999999999,Esqueiros,Lugar da Igreja,Vila Verde,
4755-003,Braga,1250,Adães,isabelgoncalves1250@hotmail.com,41.5246805,-8.5617321,Barcelos,Adães,Barcelos,http://agr1250.cne-escutismo.pt/
4850-271,Braga,1251,Santa Maria de Pinheiro,motanelson@hotmail.com,41.604615,-8.0725242,Vieira do Minho,"Rua de Fundevila, Nº 13",Vieira do Minho,
4495-031,Braga,1252,N. S. da Boa Viagem - Aguçadora,geral@agr1252.cne-escutismo.pt,41.4276591,-8.782654299999999,Póvoa de Varzim,"Rua da Praia -Casa do Povo, 186",Cego do Maio,
4620-127,Porto,1253,Silvares,geral.1253@escutismo.pt,41.2774793,-8.2837376,Lousada,SEDE CNE - ESCUTEIROS DE SILVARESRua Padre Joaquim Coelho Silva  nº 72,Este,
5210-211,Bragança,1254,Miranda do Douro,geral@agr1254.cne-escutismo.pt,41.4930287,-6.2738387,Miranda do Douro,Salão Paroquial - Rua do Paço,,http://www.ag1254mirdouro.no.sapo.pt
8700-095,Algarve,1255,Moncarapacho,geral.1255@escutismo.pt,37.0841668,-7.7890017,Moncarapacho,"Rua Santo Cristo, 31",,
8400-617,Algarve,1256,Parchal,geral@agr1256.cne-escutismo.pt,37.1356631,-8.451722799999999,Lagoa,Largo da Estação  CP - Bloco CNE,,
4990-399,Viana Castelo,1257,São João da Ribeira,geral.1257@escutismo.pt,41.7489705,-8.6192759,Ponte Lima,Lugar da Igreja,,
4550-389,Porto,1258,Castelo de Paiva,dirigentes@agr1258.cne-escutismo.pt,41.0564062,-8.2549967,Fornos CPV,Centro Paroquial de Fornos - Av. da Igreja,Este,
4805-489,Braga,1259,São Clemente de Sande,1259cne@gmail.com,41.48602169999999,-8.368461099999999,São Clemente de Sande,Rua Nossa Senhora de Lurdes,Guimarães,
1950-250,Lisboa,1260,Bela Vista,geral.1260@escutismo.pt,38.7506973,-9.123378499999999,Lisboa,"Rua Rui Grácio, Lote 371 - Loja A",Oriental,
4820-520,Braga,1261,São Miguel do Monte,odete83@hotmail.com,41.5269125,-8.167050999999999,Monte - Fafe,"Rua do Outeiro, nº 98",Fafe,
2910-430,Setúbal,1262,Nossa Senhora da Conceição,geral@agr1262.cne-escutismo.pt,38.5252884,-8.8707148,Setúbal,"Avenida Bento Jesus Caraça, 77",,
2435-509,Leiria,1263,Ribeira do Fárrio,geral.1263@escutismo.pt,39.7951627,-8.508747099999999,Ribeira do Fárrio,"Rua Principal, nº 124 Antiga Escola Primária",,
2700-362,Lisboa,1264,Falagueira,geral.1264@escutismo.pt,38.7590763,-9.226455999999999,Amadora,"Igreja Paroquial da Falagueira - Estrada da Falagueira, 12 - D",Serra da Lua,
4730-150,Braga,1266,Duas Igrejas,asiram_pereira@hotmail.com,41.683935,-8.4915317,Duas Igrejas VVD,Lugar de Assento,Vila Verde,
4580-748,Porto,1267,Sobrosa,geral.1267@escutismo.pt,41.222963,-8.3490243,SOBROSA,"Largo da Igreja, 97",Este,
2720-295,Lisboa,1268,Reboleira,agrup1268@gmail.com,38.7457734,-9.218802,Reboleira - Amadora,Largo da Igreja,Serra da Lua,
2965-000,Setúbal,1269,Nossa Senhora das Graças - Poceirão,geral@agr1269.cne-escutismo.pt,38.6325391,-8.7411976,Poceirão,Avenida Senhora da Graça,,
2700-400,Lisboa,1271,São Brás,cne.1271@gmail.com,38.768127,-9.232532299999999,Amadora,Igreja Paroquial de S. Brás - Rua Fernando Bugalho,Serra da Lua,
2350-124,Santarém,1272,Lapas,farjose62@gmail.com,39.4931373,-8.553686799999999,Lapas,"Rua José Mota e Silva, 3",,
4705-002,Braga,1273,Arentim,acouto.1459@gmail.com,41.4802165,-8.4403937,Arentim,Rua Igreja Velha nº 3,Braga,
4890-203,Braga,1274,São Pedro - Britêlo,cne.1274.cbt@hotmail.com,41.38694960000001,-8.002203399999999,Celorico de Basto,Rua Monsenhor Magalhães Lima - Britelo,Fafe,
4650-078,Porto,1275,Airães,1275airaes.escuteiros@gmail.com,41.3421483,-8.1729696,Airães,Quinta do Rosso,Este,
2640-232,Lisboa,1277,Encarnação,geral.1277@escutismo.pt,39.0243188,-9.3868534,Encarnação,"Rua da Bela Vista, nº13",Oeste,
2730-046,Lisboa,1278,Barcarena,geral.1278@escutismo.pt,38.7329446,-9.280316899999999,Barcarena,Igreja Paroquial de S. Pedro de Barcarena,Barra,
2560-162,Lisboa,1279,Ponte do Rol,agrup1279@gmail.com,39.08974690000001,-9.3183267,Ponte do Rol,Travessa dos Escuteiros nº 6,Oeste,
2630-045,Lisboa,1280,Arranho,geral.1280@escutismo.pt,38.97636019999999,-9.144193599999999,Arranhó,"Rua das Eiras, nº 2",Solarius,www.agr1280.cne-escutismo.pt
4440-151,Porto,1281,Campo,1281agrupsmcampo@gmail.com,41.184247,-8.4636593,Campo VLG,"Rua Padre António Vieira, 30/50",Centro Norte,
3700-079,Porto,1282,São João da Madeira,mary25vic@gmail.com,40.90052379999999,-8.490671599999999,São João da Madeira,Centro Paroquial Santa Maria de Casaldelo - Lugar de Casaldelo,Terras de Santa Maria,agr1282.cne-escutismo.pt
4745-054,Porto,1283,Alvarelhos,agrupamento1283alvarelhos@gmail.com,41.30201290000001,-8.610330099999999,Trofa,"Rua de Santa Maria, Casais",Norte,
4525-135,Porto,1284,Canedo,geral.1284@escutismo.pt,41.0136792,-8.460353899999999,Canedo,"Salão Paroquial de Canedo - Rua Mirante, Nº 150",Terras de Santa Maria,
3700-441,Porto,1285,Arrifana,geral.1285@escutismo.pt,40.9178097,-8.5023234,Arrifana VFR,,Terras de Santa Maria,
3740-182,Aveiro,1286,Rocas do Vouga,1286rocasdovouga@gmail.com,40.7569896,-8.343882499999999,Sever do Vouga,Rocas do Vouga,,
2685-194,Lisboa,1287,Portela,portela1287@netcabo.pt,38.7813423,-9.1067435,Portela - Lrs,"Av. dos Descobrimentos, 4",Moinhos de Vento,http://agr1287.cne-escutismo.pt/
9135-432,Madeira,1288,Camacha,agrup.1288camaxa@gmail.com,32.679239,-16.850898,Camacha,"Caminho Casa das Mirandas, 18 - Casais d'Além",,
9760-134,Açores,1289,Porto - Martins,cne1289@sapo.pt,38.6818859,-27.058813,Porto Martins,"Estrada do Visconde , s/n edificio multiserviços",Terceira,
9560-094,Açores,1290,Santa Cruz da Lagoa,1290santacruz@sapo.pt,37.750413,-25.539508,Lagoa,"Rua Dr. Filomeno da Câmara, 27 A",São Miguel,
4825-114,Porto,1291,Água Longa,sergioppereira2005@gmail.com,41.2567443,-8.5004515,Água Longa,Rua Dº Sá Carneiro,Centro Norte,
8400-141,Algarve,1292,Mexilhoeira da Carregação,geral.1292@escutismo.pt,37.1459402,-8.4855693,Estombar,Urbanização Fazenda Grande,,
8365-071,Algarve,1293,Algoz,geral@agr1293.cne-escutismo.pt,37.1636039,-8.3035952,Algoz,"R. Tomé Rodrigues Pincho, 74",,
4520-709,Porto,1295,Souto,paulocmartins@gmail.com,40.8893477,-8.5532686,Souto VFR,Centro Paroquial de S. Miguel de Souto,Terras de Santa Maria,
4740-438,Braga,1296,Forjães,geral.1296@escutismo.pt,41.6045646,-8.742727199999999,Forjães,"Avenida Santa Marinha, Nº45",Cego do Maio,http://agr1296.cne-escutismo.pt
4715-029,Braga,1297,Santo Adrião,geral@agr1297.cne-escutismo.pt,41.5382142,-8.4094791,Braga,"Rua das Forças Armadas, n.º 30, 1º Esq.",Braga,www.agrupamento1297.com
9370-153,Madeira,1298,São Francisco Xavier,leocaldeira@live.com.pt,32.726293,-17.1764,Calheta,Caminho do Lombo do Salão Nº 145,,
6360-070,Guarda,1299,Lageosa do Mondego,geral.1299@escutismo.pt,40.6197498,-7.3354531,Lageosa do Mondego,Calçada de S. Martinho,,
9630-000,Açores,1300,Pedreira,cne1300pedreira@yahoo.com.br,37.808867,-25.144731,Pedreira,Estrada Regional - Edificio da Antiga Escola Primária,São Miguel,
2090-000,Santarém,1301,Alpiarça,escuteiros.alpiarca@gmail.com,39.2591889,-8.582005499999999,Alpiarça,"Rua Alves Gomes, 12",,
4540-482,Porto,1302,Rossas,geral.1302@escutismo.pt,40.9058562,-8.302861999999999,Arouca,Paçal - Rossas,Terras de Santa Maria,
6200-118,Guarda,1304,São Nuno  - Covilhã,geral.1304@escutismo.pt,40.2804158,-7.4922407,Covilhã,"Rua João Alves da Silva, nº 20 1º Dtº",,
4405-535,Porto,1306,Valadares,geral.1306@escutismo.pt,41.0950936,-8.620537499999999,Vila Nova de Gaia,"Rua da Boa Nova, nº 649",Douro Sul,
7350-491,Évora,1307,Terrugem,agrupamento1307terrugem@gmail.com,38.8802788,-7.1636637,Elvas,"Rua das Laranjeiras, s/ nº - Antiga Escola primária",,
1211-000,Sem Região,1308,Nossa Senhora de Fátima,geral@agr1308.cne-escutismo.pt,46.200536,6.1335094,Geneve 8 - Suisse,"COMMUNAUTÉ CATHOLIQUE DE LANGUE PORTUGAISE ""NOSSA SENHORA DE FÁTIMA"" Av. Sainte-Clotilde, 14 BisCase postale 255",Sem Núcleo,http://www.agrupamento1308.org
4800-218,Braga,1310,Arosa,josematos47@hotmail.com,41.44253,-8.2917857,Guimarães,"Rua da Estrada Nacional, 207 (Praça de Santo Amaro)",Póvoa de Lanhoso,
3515-114,Viseu,1311,Abraveses,geral.1311@escutismo.pt,40.6969349,-7.9064757,Viseu,Paroquia de Abraveses,,
3460-000,Viseu,1312,Molelos,escuteiros1312@hotmail.com,40.5285567,-8.099548199999999,Molelos,Centro Paroquial Molelos,,
3680-180,Viseu,1313,Oliveira de Frades,geral@agr1313.cne-escutismo.pt,40.7322554,-8.173780499999999,Oliveira de Frades,ac: Jacinto Chaves,,www.arciof.com
9900-427,Açores,1314,Pedro Miguel,garcia.josalbino0@gmail.com,38.577962,-28.624524,Açores,"Rua da Igreja
37",Faial,Rua da Igreja
5000-071,Vila Real,1315,Campeã,geral@agr1315.cne-escutismo.pt,41.3151473,-7.8781036,Campeã,Rua do Cruzeiro Nº 2 - Aveçãozinho,,
3360-053,Coimbra,1316,Figueira de Lorvão,geral.1316@escutismo.pt,40.285246,-8.3305852,Figueira de Lorvão,"Lugar da Feira, nº 4",Centro-Norte,http://www.1316.escutismo.pt
2400-441,Leiria,1317,Parceiros,geral.1317@escutismo.pt,39.74953310000001,-8.807682999999999,Leiria,Cartório ParoquialRua da Igreja,,
2460-601,Leiria,1318,Aljubarrota,geral.1318@escutismo.pt,39.5666969,-8.9307491,Aljubarrota,"Rua D. Nuno Alvares Pereira, 6",,
3090-709,Coimbra,1319,São Pedro da Figueira da Foz,geral.1319@escutismo.pt,40.13050459999999,-8.8565197,FIGUEIRA DA FOZ,"Rua Padre Francisco, nº 5",Beira-Mar,
2815-000,Setúbal,1320,Vale Figueira,geral.1320@escutismo.pt,38.6358159,-9.1701028,Sobreda,Rua Dr Alberto Araujo - Igreja do Imaculado Coração de Maria - Paróquia de Vale Figueira,,http://agrupamento1320.blogspot.pt/
3090-653,Coimbra,1321,Vila Verde,geral.1321@escutismo.pt,40.1430544,-8.8056117,Vila Verde,Igreja Paroquial de Vila Verde,Beira-Mar,https://cnevive.wordpress.com/
7630-611,Beja,1322,São Teotónio,geral@agr1322.cne-escutismo.pt,37.5085907,-8.7064965,São Teotónio,"Rua 25 de Abril, 10",,
8000-390,Algarve,1324,Sé - Faro,geral.1324@escutismo.pt,37.0150858,-7.933084999999998,Faro,"Rua Manuel Belmarço, nº15",,
9800-037,Açores,1325,Manadas,marciatony@hotmail.com,38.6839843,-28.2131879,Velas,"Estrada Regional, 14",São Jorge,
9930-229,Açores,1326,Ponta da Ilha,odete.silva007@gmail.com,38.43061,-28.068129,Piedade,Curral da Pedra,Pico,
3230-252,Coimbra,1327,Penela,geral@agr1327.cne-escutismo.pt,40.0282938,-8.390568499999999,Penela,Parque de Campismo Municipal - Rua do Convento,Mondego-Sul,http://www.cnepenela.com
4515-141,Porto,1328,Foz do Sousa,agr1328@hotmail.com,41.0921734,-8.5084178,Foz-do-Sousa,"Paroquia Foz Sousa - Rua Igreja, 20",Centro Norte,
4440-365,Porto,1329,Sobrado,geral.1329@escutismo.pt,41.2078582,-8.4684285,Sobrado,Rua da Aldeia nº 304,Centro Norte,
8150-151,Algarve,1330,S. Braz de Alportel,foliva@sapo.pt,37.1507327,-7.888331699999998,São Brás de Alportel,"Rua Gago Coutinho, 10",,
8400-000,Algarve,1331,Carvoeiro,vreys@hotmail.com,40.7769271,-73.8739659,Carvoeiro LGA,Capela de Nossa Senhora da Encarnação,,
5110-000,Lamego,1332,S. Martinho das Chãs,geral@agr1332.cne-escutismo.pt,41.1090606,-7.693217700000001,Armamar,Fernando Artur Marques Nergulhão Cardoso,,
9560-550,Açores,1333,Ribeira Chã,escuteirosagrup.1333@hotmail.com,37.720963,-25.486743,Ribeira Chã,"Rua da Boavista, s/n (Centro Cultural e Paroquial da Ribeira Chã)",São Miguel,
3810-886,Aveiro,1334,Santo António de Oliveirinha,geral.1334@escutismo.pt,40.6096598,-8.589136699999999,Oliveirinha,"Rua de Santo António 
Largo da feira",,
6230-045,Guarda,1335,Aldeia de Joanes,geral.1335@escutismo.pt,40.1332712,-7.517683700000001,Aldeia de Joanes,"Estrada Nacional 343, nº 11 - R/C",,http://agrupamento-1335.webnode.pt/
2395-217,Leiria,1336,Minde,geral.1336@escutismo.pt,39.5281331,-8.683858599999999,Minde,"Bairro das Saramagas, lote 1",,
9800-432,Açores,1337,Urzelina,esoares@cmvelas.pt,38.6530897,-28.1371377,Urzelina,Estrada Regional - Extremo,São Jorge,
4485-000,Porto,1338,Vairão,jmcerejeira18@gmail.com,41.3309238,-8.667161999999999,Vairão,Rua de S. Bento nº1171,Litoral,
8375-052,Algarve,1339,Messines,geral.1339@escutismo.pt,37.2568268,-8.2862057,S. Bartolomeu de Messines,Ermida de Nossa Senhora da Saúde,,
6430-183,Lamego,1340,Meda,geral.1340@escutismo.pt,40.9657999,-7.261242,Meda,Av. Gago Coutinho e Sacadura Cabral,,
4590-320,Porto,1341,Freamunde,escuteiros.freamunde@gmail.com,41.2885323,-8.3370312,Freamunde,Rua Arnaldo Brito,Este,
9630-230,Açores,1342,Santo António do Nordestinho,agrup1342@gmail.com,37.852995,-25.212128,Nordeste,Estrada Regional - Edifício Plano dos Centenários,São Miguel,
2580-154,Lisboa,1343,Sant'Ana da Carnota,1343agrupamentosantana@gmail.com,39.0379981,-9.070423399999999,Carnota - Alenquer,Paróquia de Santana da Carnota,Solarius,
3515-773,Viseu,1344,Lordosa,geral.1344@escutismo.pt,40.7388738,-7.9050615,Lordosa,Edificio da Junta de Freguesia de Lordosa - Antigo Posto Médico,,www.agr1344.cne-escutismo.pt
3780-173,Aveiro,1345,São Lourenço do Bairro,geral@agr1345.cne-escutismo.pt,40.4390526,-8.455299399999999,São Lourenço do Bairro,"Maria Teresa Cruz - Rua da Escola, 1",,
2420-235,Leiria,1346,Memória,geral.1346@escutismo.pt,39.7872883,-8.649581099999999,Memória,Largo Nossa Senhora da Memória,,
9020-067,Madeira,1347,Álamos,lmcc.1970@hotmail.com,32.665396,-16.9319157,Funchal,"Igreja Paroquial de S. João Baptista (Álamos)
Caminho da Azinhaga, 3",,
4780-281,Braga,1348,Lama,geral.1348@escutismo.pt,41.3611793,-8.4673105,LAMA STS,Rua Padre Jacinto Marques,Famalicão,
2670-511,Lisboa,1349,Santa Maria de Loures,geral@agr1349.cne-escutismo.pt,38.8303598,-9.178694699999999,Loures,"Rua Capitão Salgueiro Maia, Nº 11 - Loja",Moinhos de Vento,
4755-038,Braga,1350,Alvelos,geral.1350@escutismo.pt,41.5138553,-8.6194231,Barcelos,"Rua Nossa Sra. das Dores, 742",Barcelos,
